,precision,recall,f1-score,support
0,0.9275,0.9258,0.9266,30000.0
1,0.9997,0.9997,0.9997,30000.0
2,0.9995,0.9993,0.9994,30000.0
3,0.9993,0.9996,0.9995,30000.0
4,0.9693,0.8574,0.9099,30000.0
5,0.9008,0.9249,0.9127,16457.0
6,0.3667,0.9138,0.5234,2064.0
accuracy,0.9528,0.9528,0.9528,0.9528
macro avg,0.8804,0.9458,0.8959,168521.0
weighted avg,0.9639,0.9528,0.9563,168521.0
