,precision,recall,f1-score,support
0,0.9232,0.8905,0.9066,30000.0
1,0.9999,0.9995,0.9997,30000.0
2,0.9996,0.9981,0.9988,30000.0
3,0.9984,0.9983,0.9984,30000.0
4,0.977,0.8195,0.8913,30000.0
5,0.9241,0.8415,0.8809,16457.0
6,0.1988,0.9142,0.3265,2064.0
accuracy,0.9311,0.9311,0.9311,0.9311
macro avg,0.8601,0.9231,0.8575,168521.0
weighted avg,0.9646,0.9311,0.9436,168521.0
