,precision,recall,f1-score,support
0,0.934,0.9423,0.9382,30000.0
1,1.0,0.9995,0.9997,30000.0
2,0.9993,0.9997,0.9995,30000.0
3,0.9995,0.9995,0.9995,30000.0
4,0.9721,0.8784,0.9229,30000.0
5,0.9261,0.9338,0.9299,16457.0
6,0.4317,0.953,0.5943,2064.0
accuracy,0.9608,0.9608,0.9608,0.9608
macro avg,0.8947,0.958,0.912,168521.0
weighted avg,0.9689,0.9608,0.9632,168521.0
