,precision,recall,f1-score,support
0,0.9158,0.8877,0.9015,30000.0
1,0.9997,0.9995,0.9996,30000.0
2,0.9984,0.9994,0.9989,30000.0
3,0.9995,0.9988,0.9991,30000.0
4,0.9577,0.8281,0.8882,30000.0
5,0.9148,0.8405,0.8761,16457.0
6,0.2205,0.8958,0.3539,2064.0
accuracy,0.9321,0.9321,0.9321,0.9321
macro avg,0.8581,0.9214,0.8596,168521.0
weighted avg,0.9592,0.9321,0.9421,168521.0
