,precision,recall,f1-score,support
0,0.9294,0.9364,0.9329,30000.0
1,0.9998,0.9995,0.9996,30000.0
2,0.9996,0.9992,0.9994,30000.0
3,0.9991,0.9997,0.9994,30000.0
4,0.9755,0.8573,0.9126,30000.0
5,0.9107,0.9111,0.9109,16457.0
6,0.3499,0.9268,0.508,2064.0
accuracy,0.9534,0.9534,0.9534,0.9534
macro avg,0.8806,0.9471,0.8947,168521.0
weighted avg,0.9661,0.9534,0.9575,168521.0
