,precision,recall,f1-score,support
0,0.9136,0.8557,0.8837,30000.0
1,0.9992,0.9996,0.9994,30000.0
2,0.9995,0.9986,0.999,30000.0
3,0.9988,0.9992,0.999,30000.0
4,0.9406,0.8262,0.8797,30000.0
5,0.9195,0.7995,0.8553,16457.0
6,0.1749,0.828,0.2888,2064.0
accuracy,0.9212,0.9212,0.9212,0.9212
macro avg,0.8495,0.901,0.8436,168521.0
weighted avg,0.9556,0.9212,0.9346,168521.0
