,precision,recall,f1-score,support
0,0.925,0.9445,0.9347,30000.0
1,0.9996,0.9996,0.9996,30000.0
2,0.9985,0.9996,0.999,30000.0
3,0.9996,0.9985,0.9991,30000.0
4,0.9734,0.8609,0.9137,30000.0
5,0.9188,0.914,0.9164,16457.0
6,0.3829,0.9244,0.5415,2064.0
accuracy,0.9556,0.9556,0.9556,0.9556
macro avg,0.8854,0.9488,0.9006,168521.0
weighted avg,0.966,0.9556,0.9588,168521.0
