,precision,recall,f1-score,support
0,0.9242,0.9149,0.9195,30000.0
1,0.9997,0.9994,0.9996,30000.0
2,0.9984,0.9984,0.9984,30000.0
3,0.9984,0.9986,0.9985,30000.0
4,0.9789,0.8326,0.8998,30000.0
5,0.9119,0.871,0.891,16457.0
6,0.2516,0.9254,0.3956,2064.0
accuracy,0.9409,0.9409,0.9409,0.9409
macro avg,0.8662,0.9343,0.8718,168521.0
weighted avg,0.9644,0.9409,0.9492,168521.0
