,precision,recall,f1-score,support
0,0.9344,0.9377,0.936,30000.0
1,0.9998,0.9996,0.9997,30000.0
2,0.9995,0.9995,0.9995,30000.0
3,0.9995,0.9996,0.9995,30000.0
4,0.9784,0.8693,0.9206,30000.0
5,0.9249,0.9212,0.9231,16457.0
6,0.3728,0.9695,0.5385,2064.0
accuracy,0.9573,0.9573,0.9573,0.9573
macro avg,0.887,0.9566,0.9024,168521.0
weighted avg,0.9692,0.9573,0.9611,168521.0
