,precision,recall,f1-score,support
0,0.9258,0.9287,0.9272,30000.0
1,0.9998,0.9994,0.9996,30000.0
2,0.9996,0.9987,0.9991,30000.0
3,0.9985,0.9998,0.9992,30000.0
4,0.9711,0.8529,0.9082,30000.0
5,0.9068,0.9045,0.9057,16457.0
6,0.3304,0.9065,0.4843,2064.0
accuracy,0.9503,0.9503,0.9503,0.9503
macro avg,0.876,0.9415,0.889,168521.0
weighted avg,0.964,0.9503,0.9548,168521.0
