,precision,recall,f1-score,support
0,0.9429,0.9486,0.9457,30000.0
1,0.9999,0.9997,0.9998,30000.0
2,0.9996,0.9997,0.9997,30000.0
3,0.9996,0.9996,0.9996,30000.0
4,0.9764,0.8984,0.9358,30000.0
5,0.9233,0.9564,0.9395,16457.0
6,0.5502,0.9845,0.7059,2064.0
accuracy,0.9681,0.9681,0.9681,0.9681
macro avg,0.9131,0.9695,0.9323,168521.0
weighted avg,0.9725,0.9681,0.9692,168521.0
