,precision,recall,f1-score,support
0,0.9363,0.9399,0.9381,30000.0
1,0.9998,0.9997,0.9998,30000.0
2,0.9995,0.9996,0.9995,30000.0
3,0.9996,0.9996,0.9996,30000.0
4,0.9785,0.8707,0.9215,30000.0
5,0.9122,0.9373,0.9246,16457.0
6,0.4141,0.9637,0.5793,2064.0
accuracy,0.9595,0.9595,0.9595,0.9595
macro avg,0.8914,0.9586,0.9089,168521.0
weighted avg,0.9689,0.9595,0.9623,168521.0
