,precision,recall,f1-score,support
0,0.9051,0.8804,0.8926,30000.0
1,0.9999,0.9994,0.9996,30000.0
2,1.0,0.9949,0.9974,30000.0
3,0.9999,0.9921,0.996,30000.0
4,0.9779,0.8013,0.8808,30000.0
5,0.9258,0.8145,0.8666,16457.0
6,0.1719,0.8895,0.2881,2064.0
accuracy,0.9214,0.9214,0.9214,0.9214
macro avg,0.8544,0.9103,0.8459,168521.0
weighted avg,0.9618,0.9214,0.9367,168521.0
