,precision,recall,f1-score,support
0,0.9978,0.995,0.9964,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9305,0.9323,0.9314,517.0
4,0.9508,0.9434,0.9471,389.0
5,0.9566,0.8877,0.9209,472.0
accuracy,0.9822,0.9822,0.9822,0.9822
macro avg,0.8756,0.9597,0.8975,7850.0
weighted avg,0.9859,0.9822,0.9834,7850.0
