,precision,recall,f1-score,support
0,0.9988,0.996,0.9974,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9293,0.94,0.9346,517.0
4,0.9483,0.9434,0.9459,389.0
5,0.9815,0.8983,0.9381,472.0
accuracy,0.9841,0.9841,0.9841,0.9841
macro avg,0.8792,0.963,0.9009,7850.0
weighted avg,0.988,0.9841,0.9853,7850.0
