,precision,recall,f1-score,support
0,0.9988,0.9939,0.9964,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9304,0.9304,0.9304,517.0
4,0.9483,0.9434,0.9459,389.0
5,0.9424,0.9004,0.9209,472.0
accuracy,0.9819,0.9819,0.9819,0.9819
macro avg,0.8729,0.9614,0.8971,7850.0
weighted avg,0.9857,0.9819,0.9832,7850.0
