,precision,recall,f1-score,support
0,0.9972,0.9959,0.9965,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9208,0.9439,0.9322,517.0
4,0.9483,0.9434,0.9459,389.0
5,0.9856,0.8686,0.9234,472.0
accuracy,0.9824,0.9824,0.9824,0.9824
macro avg,0.8782,0.9586,0.8979,7850.0
weighted avg,0.9864,0.9824,0.9836,7850.0
