timestamp,cpu_percent,memory_percent
2025/08/16 03:33:48,27.5,11.3
2025/08/16 03:33:49,24.4,11.3
2025/08/16 03:33:51,31.0,11.3
2025/08/16 03:33:52,24.4,11.3
2025/08/16 03:33:53,25.0,11.3
2025/08/16 03:33:54,35.9,11.3
2025/08/16 03:33:55,38.1,11.3
2025/08/16 03:33:56,33.3,11.3
2025/08/16 03:33:57,33.3,11.3
2025/08/16 03:33:58,27.5,11.3
2025/08/16 03:33:59,39.0,11.3
2025/08/16 03:34:00,61.5,11.3
2025/08/16 03:34:02,35.0,11.3
2025/08/16 03:34:03,33.3,11.3
2025/08/16 03:34:04,35.9,11.3
2025/08/16 03:34:05,36.6,11.3
2025/08/16 03:34:06,36.6,11.3
2025/08/16 03:34:07,36.6,11.3
2025/08/16 03:34:08,36.6,11.3
2025/08/16 03:34:09,35.9,11.3
2025/08/16 03:34:10,39.0,11.3
2025/08/16 03:34:11,59.5,11.3
2025/08/16 03:34:13,56.4,11.3
2025/08/16 03:34:14,58.5,11.4
2025/08/16 03:34:15,37.2,11.3
2025/08/16 03:34:16,37.5,11.3
2025/08/16 03:34:17,35.0,11.3
2025/08/16 03:34:18,33.3,11.3
2025/08/16 03:34:19,38.1,11.3
2025/08/16 03:34:20,37.5,11.3
2025/08/16 03:34:21,35.7,11.3
2025/08/16 03:34:22,33.3,11.3
2025/08/16 03:34:24,35.9,11.3
2025/08/16 03:34:25,33.3,11.3
2025/08/16 03:34:26,36.6,11.3
2025/08/16 03:34:27,37.5,11.3
2025/08/16 03:34:28,34.1,11.3
2025/08/16 03:34:29,35.0,11.3
2025/08/16 03:34:30,35.0,11.3
2025/08/16 03:34:31,35.0,11.3
2025/08/16 03:34:32,36.6,11.3
2025/08/16 03:34:33,33.3,11.3
2025/08/16 03:34:35,38.1,11.3
2025/08/16 03:34:36,35.0,11.3
2025/08/16 03:34:37,35.0,11.3
2025/08/16 03:34:38,33.3,11.3
2025/08/16 03:34:39,33.3,11.3
2025/08/16 03:34:40,38.1,11.3
2025/08/16 03:34:41,36.6,11.3
2025/08/16 03:34:42,38.1,11.3
2025/08/16 03:34:43,38.1,11.3
2025/08/16 03:34:44,59.5,11.3
2025/08/16 03:34:46,58.5,11.3
2025/08/16 03:34:47,58.5,11.4
2025/08/16 03:34:48,33.3,11.4
2025/08/16 03:34:49,35.0,11.4
2025/08/16 03:34:50,35.0,11.4
2025/08/16 03:34:51,35.0,11.4
2025/08/16 03:34:52,35.0,11.4
2025/08/16 03:34:53,36.6,11.4
2025/08/16 03:34:54,35.0,11.4
2025/08/16 03:34:55,32.5,11.4
2025/08/16 03:34:57,35.9,11.4
2025/08/16 03:34:58,35.0,11.4
2025/08/16 03:34:59,35.0,11.4
2025/08/16 03:35:00,33.3,11.4
2025/08/16 03:35:01,31.6,11.4
2025/08/16 03:35:02,36.6,11.4
2025/08/16 03:35:03,35.0,11.4
2025/08/16 03:35:04,37.5,11.4
2025/08/16 03:35:05,35.0,11.4
2025/08/16 03:35:06,37.5,11.4
2025/08/16 03:35:08,40.5,11.4
2025/08/16 03:35:09,38.1,11.4
2025/08/16 03:35:10,36.6,11.4
2025/08/16 03:35:11,36.6,11.4
2025/08/16 03:35:12,35.0,11.4
2025/08/16 03:35:13,35.0,11.4
2025/08/16 03:35:14,35.0,11.4
2025/08/16 03:35:15,37.5,11.4
2025/08/16 03:35:16,35.0,11.4
2025/08/16 03:35:18,57.5,11.4
2025/08/16 03:35:19,59.5,11.4
2025/08/16 03:35:20,60.0,11.4
2025/08/16 03:35:21,37.5,11.4
2025/08/16 03:35:22,36.6,11.4
2025/08/16 03:35:23,35.0,11.4
2025/08/16 03:35:24,36.6,11.4
2025/08/16 03:35:25,35.0,11.4
2025/08/16 03:35:26,36.6,11.4
2025/08/16 03:35:27,36.6,11.4
2025/08/16 03:35:29,36.6,11.4
2025/08/16 03:35:30,38.1,11.4
2025/08/16 03:35:31,36.8,11.4
2025/08/16 03:35:32,36.6,11.4
2025/08/16 03:35:33,33.3,11.4
2025/08/16 03:35:34,36.6,11.4
2025/08/16 03:35:35,35.0,11.4
2025/08/16 03:35:36,36.6,11.4
2025/08/16 03:35:37,36.6,11.4
2025/08/16 03:35:38,31.6,11.4
2025/08/16 03:35:40,34.2,11.4
2025/08/16 03:35:41,38.5,11.4
2025/08/16 03:35:42,38.1,11.4
2025/08/16 03:35:43,35.0,11.4
2025/08/16 03:35:44,33.3,11.4
2025/08/16 03:35:45,36.6,11.4
2025/08/16 03:35:46,34.1,11.4
2025/08/16 03:35:47,38.1,11.4
2025/08/16 03:35:48,36.6,11.4
2025/08/16 03:35:49,38.1,11.4
2025/08/16 03:35:51,40.0,11.4
2025/08/16 03:35:52,59.5,11.4
2025/08/16 03:35:53,58.5,11.4
2025/08/16 03:35:54,63.4,11.4
2025/08/16 03:35:55,36.6,11.4
2025/08/16 03:35:56,36.6,11.4
2025/08/16 03:35:57,33.3,11.4
2025/08/16 03:35:58,35.0,11.4
2025/08/16 03:35:59,35.0,11.4
2025/08/16 03:36:00,60.0,11.4
2025/08/16 03:36:02,33.3,11.4
2025/08/16 03:36:03,38.1,11.4
2025/08/16 03:36:04,36.6,11.4
2025/08/16 03:36:05,36.6,11.4
2025/08/16 03:36:06,34.1,11.4
2025/08/16 03:36:07,35.0,11.4
2025/08/16 03:36:08,36.6,11.4
2025/08/16 03:36:09,33.3,11.4
2025/08/16 03:36:10,36.6,11.4
2025/08/16 03:36:11,36.6,11.4
2025/08/16 03:36:13,33.3,11.4
2025/08/16 03:36:14,38.1,11.4
2025/08/16 03:36:15,36.6,11.4
2025/08/16 03:36:16,37.5,11.4
2025/08/16 03:36:17,33.3,11.4
2025/08/16 03:36:18,33.3,11.4
2025/08/16 03:36:19,39.0,11.4
2025/08/16 03:36:20,38.5,11.4
2025/08/16 03:36:21,35.0,11.4
2025/08/16 03:36:22,33.3,11.4
2025/08/16 03:36:24,33.3,11.4
2025/08/16 03:36:25,59.5,11.4
2025/08/16 03:36:26,59.5,11.4
2025/08/16 03:36:27,59.5,11.5
2025/08/16 03:36:28,35.9,11.4
2025/08/16 03:36:29,33.3,11.4
2025/08/16 03:36:30,36.6,11.4
2025/08/16 03:36:31,34.1,11.4
2025/08/16 03:36:32,36.6,11.4
2025/08/16 03:36:33,35.0,11.4
2025/08/16 03:36:35,35.0,11.4
2025/08/16 03:36:36,36.6,11.4
2025/08/16 03:36:37,35.7,11.4
2025/08/16 03:36:38,33.3,11.4
2025/08/16 03:36:39,33.3,11.4
2025/08/16 03:36:40,35.7,11.4
2025/08/16 03:36:41,35.0,11.4
2025/08/16 03:36:42,35.0,11.4
2025/08/16 03:36:43,35.0,11.4
2025/08/16 03:36:44,36.6,11.4
2025/08/16 03:36:46,38.1,11.4
2025/08/16 03:36:47,35.0,11.4
2025/08/16 03:36:48,38.1,11.4
2025/08/16 03:36:49,33.3,11.4
2025/08/16 03:36:50,37.5,11.4
2025/08/16 03:36:51,35.7,11.4
2025/08/16 03:36:52,38.1,11.4
2025/08/16 03:36:53,39.0,11.4
2025/08/16 03:36:54,33.3,11.4
2025/08/16 03:36:55,35.0,11.4
2025/08/16 03:36:57,39.0,11.4
2025/08/16 03:36:58,60.0,11.4
2025/08/16 03:36:59,58.5,11.4
2025/08/16 03:37:00,61.0,11.4
2025/08/16 03:37:01,35.0,11.4
2025/08/16 03:37:02,38.1,11.4
2025/08/16 03:37:03,36.6,11.4
2025/08/16 03:37:04,36.6,11.4
2025/08/16 03:37:05,36.6,11.4
2025/08/16 03:37:06,35.9,11.4
2025/08/16 03:37:08,36.6,11.4
2025/08/16 03:37:09,35.0,11.4
2025/08/16 03:37:10,38.1,11.4
2025/08/16 03:37:11,36.6,11.4
2025/08/16 03:37:12,36.6,11.4
2025/08/16 03:37:13,37.5,11.4
2025/08/16 03:37:14,34.1,11.4
2025/08/16 03:37:15,33.3,11.4
2025/08/16 03:37:16,36.6,11.4
2025/08/16 03:37:17,35.0,11.4
2025/08/16 03:37:19,35.0,11.4
2025/08/16 03:37:20,33.3,11.4
2025/08/16 03:37:21,35.0,11.4
2025/08/16 03:37:22,38.1,11.4
2025/08/16 03:37:23,35.7,11.4
2025/08/16 03:37:24,33.3,11.4
2025/08/16 03:37:25,35.0,11.4
2025/08/16 03:37:26,39.0,11.4
2025/08/16 03:37:27,36.6,11.4
2025/08/16 03:37:28,37.5,11.4
2025/08/16 03:37:30,33.3,11.4
2025/08/16 03:37:31,59.5,11.4
2025/08/16 03:37:32,59.0,11.4
2025/08/16 03:37:33,60.0,11.4
2025/08/16 03:37:34,37.5,11.5
2025/08/16 03:37:35,38.1,11.5
2025/08/16 03:37:36,35.0,11.5
2025/08/16 03:37:37,38.1,11.5
2025/08/16 03:37:38,38.1,11.5
2025/08/16 03:37:40,35.0,11.5
2025/08/16 03:37:41,33.3,11.4
2025/08/16 03:37:42,35.0,11.4
2025/08/16 03:37:43,35.0,11.4
2025/08/16 03:37:44,36.6,11.4
2025/08/16 03:37:45,35.0,11.4
2025/08/16 03:37:46,38.1,11.4
2025/08/16 03:37:47,36.6,11.4
2025/08/16 03:37:48,35.0,11.4
2025/08/16 03:37:49,35.0,11.4
2025/08/16 03:37:51,42.5,11.4
2025/08/16 03:37:52,33.3,11.4
2025/08/16 03:37:53,35.0,11.4
2025/08/16 03:37:54,35.0,11.4
2025/08/16 03:37:55,35.0,11.4
2025/08/16 03:37:56,33.3,11.4
2025/08/16 03:37:57,33.3,11.4
2025/08/16 03:37:58,34.1,11.4
2025/08/16 03:37:59,33.3,11.4
2025/08/16 03:38:00,57.5,11.4
2025/08/16 03:38:02,35.0,11.4
2025/08/16 03:38:03,33.3,11.4
2025/08/16 03:38:04,35.0,11.4
2025/08/16 03:38:05,61.9,11.4
2025/08/16 03:38:06,59.5,11.4
2025/08/16 03:38:07,58.5,11.4
2025/08/16 03:38:08,35.0,11.4
2025/08/16 03:38:09,39.5,11.4
2025/08/16 03:38:10,36.6,11.4
2025/08/16 03:38:11,36.6,11.4
2025/08/16 03:38:13,33.3,11.4
2025/08/16 03:38:14,35.0,11.4
2025/08/16 03:38:15,35.0,11.4
2025/08/16 03:38:16,38.1,11.4
2025/08/16 03:38:17,35.7,11.4
2025/08/16 03:38:18,38.1,11.4
2025/08/16 03:38:19,35.0,11.4
2025/08/16 03:38:20,42.5,11.4
2025/08/16 03:38:21,38.1,11.4
2025/08/16 03:38:22,39.0,11.4
2025/08/16 03:38:24,34.1,11.4
2025/08/16 03:38:25,35.0,11.4
2025/08/16 03:38:26,36.6,11.4
2025/08/16 03:38:27,31.6,11.4
2025/08/16 03:38:28,35.7,11.4
2025/08/16 03:38:29,36.6,11.4
2025/08/16 03:38:30,33.3,11.4
2025/08/16 03:38:31,35.0,11.4
2025/08/16 03:38:32,36.6,11.4
2025/08/16 03:38:33,33.3,11.4
2025/08/16 03:38:35,37.5,11.4
2025/08/16 03:38:36,36.6,11.4
2025/08/16 03:38:37,35.0,11.4
2025/08/16 03:38:38,57.5,11.4
2025/08/16 03:38:39,60.0,11.4
2025/08/16 03:38:40,60.0,11.4
2025/08/16 03:38:41,36.6,11.4
2025/08/16 03:38:42,39.0,11.4
2025/08/16 03:38:43,31.6,11.4
2025/08/16 03:38:44,37.5,11.4
2025/08/16 03:38:46,37.5,11.4
2025/08/16 03:38:47,34.1,11.4
2025/08/16 03:38:48,35.0,11.4
2025/08/16 03:38:49,36.6,11.4
2025/08/16 03:38:50,36.6,11.4
2025/08/16 03:38:51,31.6,11.4
2025/08/16 03:38:52,36.6,11.4
2025/08/16 03:38:53,35.0,11.4
2025/08/16 03:38:54,35.0,11.4
2025/08/16 03:38:55,36.6,11.4
2025/08/16 03:38:57,37.5,11.4
2025/08/16 03:38:58,35.0,11.4
2025/08/16 03:38:59,36.6,11.4
2025/08/16 03:39:00,35.0,11.4
2025/08/16 03:39:01,38.1,11.4
2025/08/16 03:39:02,35.0,11.4
2025/08/16 03:39:03,35.0,11.4
2025/08/16 03:39:04,36.6,11.4
2025/08/16 03:39:05,38.1,11.4
2025/08/16 03:39:06,35.0,11.4
2025/08/16 03:39:08,37.5,11.4
2025/08/16 03:39:09,35.0,11.4
2025/08/16 03:39:10,36.6,11.4
2025/08/16 03:39:11,38.1,11.4
2025/08/16 03:39:12,63.4,11.4
2025/08/16 03:39:13,59.0,11.4
2025/08/16 03:39:14,58.5,11.6
2025/08/16 03:39:15,31.6,11.5
2025/08/16 03:39:16,35.0,11.5
2025/08/16 03:39:17,36.6,11.5
2025/08/16 03:39:19,36.6,11.5
2025/08/16 03:39:20,36.6,11.5
2025/08/16 03:39:21,37.2,11.5
2025/08/16 03:39:22,36.6,11.5
2025/08/16 03:39:23,35.0,11.5
2025/08/16 03:39:24,38.1,11.5
2025/08/16 03:39:25,36.6,11.5
2025/08/16 03:39:26,32.5,11.5
2025/08/16 03:39:27,36.6,11.5
2025/08/16 03:39:28,35.0,11.5
2025/08/16 03:39:30,33.3,11.5
2025/08/16 03:39:31,38.1,11.5
2025/08/16 03:39:32,36.6,11.5
2025/08/16 03:39:33,35.0,11.5
2025/08/16 03:39:34,38.1,11.5
2025/08/16 03:39:35,36.6,11.5
2025/08/16 03:39:36,36.6,11.5
2025/08/16 03:39:37,34.1,11.5
2025/08/16 03:39:38,35.0,11.5
2025/08/16 03:39:39,35.7,11.5
2025/08/16 03:39:41,36.6,11.4
2025/08/16 03:39:42,38.1,11.4
2025/08/16 03:39:43,39.5,11.4
2025/08/16 03:39:44,35.0,11.4
2025/08/16 03:39:45,59.0,11.4
2025/08/16 03:39:46,58.5,11.4
2025/08/16 03:39:47,57.5,11.4
2025/08/16 03:39:48,38.1,11.5
2025/08/16 03:39:49,36.6,11.5
2025/08/16 03:39:50,45.0,11.5
2025/08/16 03:39:52,36.6,11.5
2025/08/16 03:39:53,35.9,11.5
2025/08/16 03:39:54,36.6,11.5
2025/08/16 03:39:55,33.3,11.5
2025/08/16 03:39:56,33.3,11.5
2025/08/16 03:39:57,36.6,11.5
2025/08/16 03:39:58,38.1,11.5
2025/08/16 03:39:59,36.6,11.5
2025/08/16 03:40:00,50.0,11.5
2025/08/16 03:40:02,33.3,11.5
2025/08/16 03:40:03,31.6,11.5
2025/08/16 03:40:04,37.5,11.5
2025/08/16 03:40:05,35.9,11.5
2025/08/16 03:40:06,35.0,11.5
2025/08/16 03:40:07,35.0,11.5
2025/08/16 03:40:08,34.1,11.5
2025/08/16 03:40:09,31.6,11.5
2025/08/16 03:40:10,37.5,11.4
2025/08/16 03:40:11,36.6,11.4
2025/08/16 03:40:13,32.5,11.4
2025/08/16 03:40:14,36.6,11.4
2025/08/16 03:40:15,33.3,11.4
2025/08/16 03:40:16,35.0,11.4
2025/08/16 03:40:17,35.0,11.4
2025/08/16 03:40:18,58.5,11.4
2025/08/16 03:40:19,57.9,11.4
2025/08/16 03:40:20,65.0,11.4
2025/08/16 03:40:21,58.5,11.7
2025/08/16 03:40:22,33.3,11.5
2025/08/16 03:40:24,33.3,11.5
2025/08/16 03:40:25,33.3,11.5
2025/08/16 03:40:26,35.0,11.5
2025/08/16 03:40:27,35.0,11.5
2025/08/16 03:40:28,37.5,11.5
2025/08/16 03:40:29,31.6,11.5
2025/08/16 03:40:30,34.2,11.5
2025/08/16 03:40:31,32.5,11.4
2025/08/16 03:40:32,38.1,11.4
2025/08/16 03:40:33,38.1,11.4
2025/08/16 03:40:35,39.0,11.4
2025/08/16 03:40:36,35.0,11.4
2025/08/16 03:40:37,35.0,11.4
2025/08/16 03:40:38,37.5,11.4
2025/08/16 03:40:39,35.0,11.4
2025/08/16 03:40:40,35.0,11.4
2025/08/16 03:40:41,37.5,11.4
2025/08/16 03:40:42,32.5,11.4
2025/08/16 03:40:43,35.0,11.4
2025/08/16 03:40:44,35.0,11.4
2025/08/16 03:40:46,37.2,11.4
2025/08/16 03:40:47,33.3,11.4
2025/08/16 03:40:48,35.0,11.4
2025/08/16 03:40:49,38.1,11.4
2025/08/16 03:40:50,35.9,11.4
2025/08/16 03:40:51,36.6,11.4
2025/08/16 03:40:52,57.5,11.4
2025/08/16 03:40:53,57.5,11.4
2025/08/16 03:40:54,57.5,11.4
2025/08/16 03:40:55,36.6,11.4
2025/08/16 03:40:57,35.0,11.4
2025/08/16 03:40:58,36.6,11.4
2025/08/16 03:40:59,35.0,11.4
2025/08/16 03:41:00,36.6,11.4
2025/08/16 03:41:01,36.6,11.5
2025/08/16 03:41:02,36.6,11.5
2025/08/16 03:41:03,35.0,11.5
2025/08/16 03:41:04,36.6,11.5
2025/08/16 03:41:05,38.1,11.5
2025/08/16 03:41:06,35.0,11.5
2025/08/16 03:41:08,34.2,11.5
2025/08/16 03:41:09,35.0,11.5
2025/08/16 03:41:10,36.6,11.5
2025/08/16 03:41:11,35.0,11.5
2025/08/16 03:41:12,34.2,11.5
2025/08/16 03:41:13,35.9,11.5
2025/08/16 03:41:14,36.6,11.5
2025/08/16 03:41:15,38.1,11.5
2025/08/16 03:41:16,33.3,11.5
2025/08/16 03:41:17,35.0,11.5
2025/08/16 03:41:19,33.3,11.5
2025/08/16 03:41:20,35.0,11.5
2025/08/16 03:41:21,35.0,11.5
2025/08/16 03:41:22,36.6,11.5
2025/08/16 03:41:23,40.0,11.5
2025/08/16 03:41:24,38.1,11.5
2025/08/16 03:41:25,58.5,11.4
2025/08/16 03:41:26,59.0,11.4
2025/08/16 03:41:27,57.5,11.4
2025/08/16 03:41:28,57.5,11.5
2025/08/16 03:41:30,33.3,11.5
2025/08/16 03:41:31,40.9,11.5
2025/08/16 03:41:32,36.6,11.5
2025/08/16 03:41:33,36.6,11.5
2025/08/16 03:41:34,36.6,11.5
2025/08/16 03:41:35,35.0,11.5
2025/08/16 03:41:36,38.1,11.5
2025/08/16 03:41:37,36.6,11.5
2025/08/16 03:41:38,36.6,11.5
2025/08/16 03:41:39,35.0,11.5
2025/08/16 03:41:41,35.0,11.5
2025/08/16 03:41:42,33.3,11.5
2025/08/16 03:41:43,36.6,11.5
2025/08/16 03:41:44,32.5,11.5
2025/08/16 03:41:45,35.9,11.5
2025/08/16 03:41:46,35.0,11.5
2025/08/16 03:41:47,35.0,11.5
2025/08/16 03:41:48,35.0,11.5
2025/08/16 03:41:49,37.5,11.5
2025/08/16 03:41:50,48.7,11.4
2025/08/16 03:41:52,36.6,11.4
2025/08/16 03:41:53,36.6,11.4
2025/08/16 03:41:54,35.0,11.4
2025/08/16 03:41:55,33.3,11.4
2025/08/16 03:41:56,39.0,11.4
2025/08/16 03:41:57,35.0,11.4
2025/08/16 03:41:58,35.9,11.4
2025/08/16 03:41:59,57.5,11.4
2025/08/16 03:42:00,72.5,11.4
2025/08/16 03:42:01,57.5,11.4
2025/08/16 03:42:03,36.6,11.5
2025/08/16 03:42:04,37.5,11.5
2025/08/16 03:42:05,36.6,11.5
2025/08/16 03:42:06,33.3,11.5
2025/08/16 03:42:07,34.2,11.5
2025/08/16 03:42:08,35.0,11.5
2025/08/16 03:42:09,32.5,11.5
2025/08/16 03:42:10,42.5,11.5
2025/08/16 03:42:11,39.5,11.5
2025/08/16 03:42:13,33.3,11.5
2025/08/16 03:42:14,39.0,11.5
2025/08/16 03:42:15,35.0,11.5
2025/08/16 03:42:16,39.5,11.5
2025/08/16 03:42:17,35.0,11.5
2025/08/16 03:42:18,36.6,11.5
2025/08/16 03:42:19,35.9,11.5
2025/08/16 03:42:20,31.1,11.5
2025/08/16 03:42:21,26.8,11.5
2025/08/16 03:42:22,9.8,11.5
