,precision,recall,f1-score,support
0,0.9975,0.9962,0.9969,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9215,0.9536,0.9373,517.0
4,0.9508,0.9434,0.9471,389.0
5,0.9951,0.8686,0.9276,472.0
accuracy,0.9833,0.9833,0.9833,0.9833
macro avg,0.8804,0.9603,0.8997,7850.0
weighted avg,0.9874,0.9833,0.9845,7850.0
