,precision,recall,f1-score,support
0,0.9987,0.9962,0.9974,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9247,0.9497,0.937,517.0
4,0.9508,0.9434,0.9471,389.0
5,0.9976,0.8941,0.943,472.0
accuracy,0.9846,0.9846,0.9846,0.9846
macro avg,0.8816,0.9639,0.9023,7850.0
weighted avg,0.9886,0.9846,0.9858,7850.0
