,precision,recall,f1-score,support
0,0.998,0.996,0.997,6047.0
1,0.9974,1.0,0.9987,387.0
2,0.4176,1.0,0.5891,38.0
3,0.926,0.9439,0.9349,517.0
4,0.9508,0.9434,0.9471,389.0
5,0.9835,0.8814,0.9296,472.0
accuracy,0.9833,0.9833,0.9833,0.9833
macro avg,0.8789,0.9608,0.8994,7850.0
weighted avg,0.9872,0.9833,0.9845,7850.0
