,precision,recall,f1-score,support
0,0.999,0.9955,0.9973,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9215,0.9536,0.9373,517.0
4,0.9483,0.9434,0.9459,389.0
5,0.9882,0.8877,0.9353,472.0
accuracy,0.9839,0.9839,0.9839,0.9839
macro avg,0.8791,0.9634,0.9008,7850.0
weighted avg,0.988,0.9839,0.9852,7850.0
