,precision,recall,f1-score,support
0,0.997,0.9954,0.9962,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9202,0.9362,0.9281,517.0
4,0.9483,0.9434,0.9459,389.0
5,0.9787,0.875,0.9239,472.0
accuracy,0.9819,0.9819,0.9819,0.9819
macro avg,0.877,0.9583,0.8972,7850.0
weighted avg,0.9858,0.9819,0.9831,7850.0
