,precision,recall,f1-score,support
0,0.9983,0.9937,0.996,6047.0
1,1.0,1.0,1.0,387.0
2,0.4176,1.0,0.5891,38.0
3,0.9229,0.9497,0.9361,517.0
4,0.9483,0.9434,0.9459,389.0
5,0.9585,0.8814,0.9183,472.0
accuracy,0.9819,0.9819,0.9819,0.9819
macro avg,0.8743,0.9614,0.8976,7850.0
weighted avg,0.9858,0.9819,0.9831,7850.0
