,precision,recall,f1-score,support
0,0.9965,0.9939,0.9952,30000.0
1,0.9978,0.9979,0.9978,30000.0
2,0.998,0.9989,0.9984,30000.0
3,0.9983,0.9927,0.9955,28907.0
4,0.9982,0.9987,0.9984,18819.0
5,0.7024,0.9353,0.8023,603.0
accuracy,0.996,0.996,0.996,0.996
macro avg,0.9485,0.9862,0.9646,138329.0
weighted avg,0.9964,0.996,0.9961,138329.0
