,precision,recall,f1-score,support
0,0.9972,0.9955,0.9964,30000.0
1,0.9991,0.9986,0.9988,30000.0
2,0.9986,0.9989,0.9988,30000.0
3,0.9983,0.9935,0.9959,28907.0
4,0.9982,0.999,0.9986,18819.0
5,0.719,0.9337,0.8124,603.0
accuracy,0.9967,0.9967,0.9967,0.9967
macro avg,0.9517,0.9865,0.9668,138329.0
weighted avg,0.9971,0.9967,0.9968,138329.0
