,precision,recall,f1-score,support
0,0.9912,0.9924,0.9918,30000.0
1,0.9968,0.9966,0.9967,30000.0
2,0.9977,0.9986,0.9981,30000.0
3,0.9988,0.9896,0.9942,28907.0
4,0.9983,0.9965,0.9974,18819.0
5,0.6647,0.937,0.7777,603.0
accuracy,0.9944,0.9944,0.9944,0.9944
macro avg,0.9413,0.9851,0.9593,138329.0
weighted avg,0.995,0.9944,0.9946,138329.0
