,precision,recall,f1-score,support
0,0.9975,0.9934,0.9955,30000.0
1,0.9979,0.9985,0.9982,30000.0
2,0.9984,0.9989,0.9986,30000.0
3,0.9976,0.9938,0.9957,28907.0
4,0.9983,0.9985,0.9984,18819.0
5,0.7046,0.9337,0.8031,603.0
accuracy,0.9962,0.9962,0.9962,0.9962
macro avg,0.949,0.9861,0.9649,138329.0
weighted avg,0.9966,0.9962,0.9963,138329.0
