,precision,recall,f1-score,support
0,0.997,0.9928,0.9949,30000.0
1,0.9983,0.9982,0.9982,30000.0
2,0.9983,0.9989,0.9986,30000.0
3,0.9977,0.9936,0.9957,28907.0
4,0.9983,0.9985,0.9984,18819.0
5,0.6811,0.9386,0.7894,603.0
accuracy,0.996,0.996,0.996,0.996
macro avg,0.9451,0.9868,0.9625,138329.0
weighted avg,0.9965,0.996,0.9962,138329.0
