,precision,recall,f1-score,support
0,0.9974,0.9933,0.9954,30000.0
1,0.998,0.9984,0.9982,30000.0
2,0.9982,0.9988,0.9985,30000.0
3,0.9974,0.9938,0.9956,28907.0
4,0.9982,0.9971,0.9977,18819.0
5,0.6895,0.9353,0.7938,603.0
accuracy,0.996,0.996,0.996,0.996
macro avg,0.9465,0.9861,0.9632,138329.0
weighted avg,0.9965,0.996,0.9962,138329.0
