,precision,recall,f1-score,support
0,0.992,0.9947,0.9934,30000.0
1,0.9979,0.9968,0.9973,30000.0
2,0.9979,0.9989,0.9984,30000.0
3,0.9991,0.9898,0.9944,28907.0
4,0.9984,0.9969,0.9976,18819.0
5,0.6857,0.937,0.7919,603.0
accuracy,0.9951,0.9951,0.9951,0.9951
macro avg,0.9452,0.9857,0.9622,138329.0
weighted avg,0.9956,0.9951,0.9952,138329.0
