,precision,recall,f1-score,support
0,0.9968,0.994,0.9954,30000.0
1,0.9981,0.9985,0.9983,30000.0
2,0.9984,0.9989,0.9986,30000.0
3,0.9983,0.993,0.9956,28907.0
4,0.9984,0.9989,0.9986,18819.0
5,0.7079,0.9403,0.8077,603.0
accuracy,0.9963,0.9963,0.9963,0.9963
macro avg,0.9496,0.9873,0.9657,138329.0
weighted avg,0.9967,0.9963,0.9964,138329.0
