,precision,recall,f1-score,support
0,0.9925,0.9785,0.9854,30000.0
1,0.9963,0.9967,0.9965,30000.0
2,0.9985,0.9987,0.9986,30000.0
3,0.998,0.9907,0.9944,28907.0
4,0.9982,0.9969,0.9976,18819.0
5,0.4591,0.9486,0.6187,603.0
accuracy,0.9918,0.9918,0.9918,0.9918
macro avg,0.9071,0.985,0.9319,138329.0
weighted avg,0.9942,0.9918,0.9926,138329.0
